hhd,pid,age_group,gender,age,income,hhd_income,education_level,status,number,license,cv,bev,phev,buybev,buyphev,buycv,fri,adv,nei,old-pid,OLD-hid,Number1,Long,Lat,S11,S11L,S12,S12L,S13,S13L,S21,S21L,S22,S22L,S23,S23L,L11,L11L,L12,L12L,L13,L13L,L21,L21L,L22,L22L,L23,L23L
1902,4907,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.4136533,22.62927317,5,1,1,2,3,3,0,0,0,0,0,0,2,2,5,1,3,2,2,3,0,0,0,0
1902,4908,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.3184147,22.67755491,5,3,3,3,1,2,0,0,0,0,0,0,3,2,1,3,1,3,2,2,2,3,2,2
1903,4909,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.2457927,22.71076303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2
1903,4910,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8488247,22.61528135,2,1,1,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1903,4911,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.9101184,22.66013986,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,3,0,0,2,3,0,0,0,0
1904,4912,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.8387162,22.6868096,0,0,0,0,0,0,2,1,1,3,2,1,0,0,0,0,0,0,1,3,2,1,2,2
1904,4913,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.9334791,22.49288787,5,1,4,2,2,2,0,0,0,0,0,0,1,3,1,2,2,2,2,3,0,0,0,0
1904,4914,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.9114708,22.50905464,4,3,4,3,4,3,0,0,0,0,0,0,5,2,4,3,2,3,2,2,0,0,0,0
1905,4915,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.9367327,22.50231231,2,1,2,3,3,2,1,3,1,1,0,0,3,3,1,3,3,1,0,0,0,0,0,0
1905,4916,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.9113472,22.53336493,5,1,0,0,0,0,2,1,2,1,0,0,1,2,3,1,4,1,0,0,0,0,0,0
1905,4917,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0885324,22.5406077,1,3,5,3,2,2,2,2,2,3,2,3,0,0,0,0,0,0,2,3,0,0,0,0
1906,4918,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0824115,22.5387521,5,1,4,1,2,1,1,2,0,0,0,0,4,3,2,2,4,1,2,2,2,2,2,3
1906,4919,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0403313,22.51237193,0,0,0,0,0,0,2,1,1,1,0,0,3,2,0,0,3,3,2,3,0,0,0,0
1906,4920,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.013636,22.54014443,1,2,1,3,1,2,2,3,1,2,2,1,3,3,5,2,0,0,0,0,0,0,0,0
1907,4921,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0018929,22.53809848,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,3,1,1,2,2,2,2,2
1907,4922,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0609475,22.56083134,2,3,0,0,0,0,2,1,2,3,0,0,3,1,4,3,2,1,1,2,1,3,1,3
1907,4923,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0531883,22.56284048,1,3,0,0,0,0,2,2,2,3,0,0,4,2,5,2,0,0,0,0,0,0,0,0
1908,4924,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0476635,22.57049274,1,2,3,1,1,2,2,3,0,0,0,0,3,2,3,1,0,0,0,0,0,0,0,0
1908,4925,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0571629,22.61951878,4,1,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,0
1909,4926,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1020086,22.55168613,5,2,1,1,5,3,1,2,1,2,2,2,2,2,4,3,2,1,0,0,0,0,0,0
1909,4927,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0888063,22.55399438,0,0,0,0,0,0,2,2,0,0,0,0,4,3,2,3,3,1,2,3,2,3,1,2
1910,4928,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1180468,22.54206211,2,1,2,3,3,1,1,2,2,2,1,3,5,3,3,2,4,3,2,1,1,2,1,2
1910,4929,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1157602,22.56400417,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,4930,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1222791,22.57617283,1,2,3,1,2,3,2,3,1,1,1,3,3,3,0,0,5,2,1,1,2,3,1,3
1911,4931,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0894393,22.56290656,3,1,3,3,0,0,2,3,0,0,0,0,2,1,3,3,5,1,1,2,0,0,0,0
1912,4932,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1401384,22.61120062,4,1,5,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,3
1912,4933,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1197687,22.62633015,2,1,3,3,0,0,1,2,2,3,0,0,1,3,1,1,5,1,2,3,2,1,2,3
1913,4934,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.126973,22.69419729,1,3,4,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0
1913,4935,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0199251,22.63042303,1,1,1,3,4,3,0,0,0,0,0,0,3,1,2,2,1,3,2,3,0,0,0,0
1914,4936,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0188888,22.64670022,1,1,4,2,1,2,2,3,2,1,0,0,3,1,0,0,4,2,0,0,0,0,0,0
1914,4937,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.037148,22.62550439,3,3,5,1,2,3,0,0,0,0,0,0,3,2,4,2,5,2,1,1,0,0,0,0
1915,4938,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0709623,22.62817986,2,3,4,2,2,3,0,0,0,0,0,0,4,3,3,1,1,1,0,0,0,0,0,0
1915,4939,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0317398,22.64655164,2,3,1,1,1,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,4940,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0128285,22.67028172,1,1,4,2,0,0,2,2,1,1,1,2,4,2,3,3,2,2,1,2,1,3,2,2
1916,4941,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.2361798,22.71058806,2,3,3,3,1,3,0,0,0,0,0,0,5,3,5,1,0,0,1,1,2,2,2,2
1917,4942,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.2430976,22.71410947,4,1,3,1,0,0,2,2,1,3,1,1,4,3,5,3,1,2,2,1,2,2,0,0
1917,4943,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.2456781,22.71207494,0,0,0,0,0,0,2,1,1,3,1,1,4,3,4,1,5,3,2,2,2,1,1,3
1918,4944,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.2582854,22.72174494,4,1,1,2,1,1,1,1,1,1,1,2,5,3,0,0,0,0,2,2,2,3,1,2
1918,4945,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.2259198,22.73338826,1,1,1,2,2,1,1,1,2,3,2,3,3,1,1,1,2,3,1,2,1,3,1,3
1919,4946,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.3755009,22.74798083,4,3,2,3,2,3,1,2,0,0,0,0,2,3,3,3,5,2,1,2,0,0,0,0
1919,4947,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9004707,22.55732774,4,3,0,0,0,0,0,0,0,0,0,0,5,2,2,3,2,1,1,1,1,2,0,0
1920,4948,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8874661,22.57012128,5,3,5,1,2,1,0,0,0,0,0,0,3,2,5,2,4,1,2,2,2,1,2,3
1920,4949,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.896645,22.5725377,4,3,5,3,3,1,1,3,2,3,2,3,3,2,5,2,5,1,1,3,0,0,0,0
1921,4950,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8967133,22.57856619,5,3,0,0,0,0,0,0,0,0,0,0,1,2,5,2,5,3,2,1,1,2,2,3
1921,4951,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8852966,22.57312598,4,1,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,0,1,3,1,2,0,0
1922,4952,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8777096,22.57949476,5,1,1,1,5,2,0,0,0,0,0,0,1,2,5,1,4,3,1,1,1,1,0,0
1922,4953,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8549526,22.57981904,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2,2,0,0,0,0,0,0
1923,4954,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9026307,22.55983145,5,2,3,2,4,1,2,3,0,0,0,0,5,1,4,3,1,1,0,0,0,0,0,0
1923,4955,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8644714,22.58631445,4,2,2,2,0,0,0,0,0,0,0,0,4,1,5,3,2,3,1,2,2,2,1,3
1924,4956,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8573147,22.59211009,5,1,4,2,3,1,1,1,0,0,0,0,5,2,2,2,2,2,0,0,0,0,0,0
1924,4957,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9232541,22.64493931,5,3,2,2,0,0,2,1,1,3,1,2,0,0,0,0,0,0,1,2,1,1,2,3
1925,4958,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9274145,22.68508078,2,2,3,3,5,3,0,0,0,0,0,0,4,3,0,0,4,3,2,2,1,2,2,3
1925,4959,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8294674,22.6924751,1,3,1,1,2,2,1,1,0,0,0,0,2,3,0,0,5,1,1,1,1,1,2,3
1926,4960,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8401454,22.70575501,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,4961,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.7862812,22.71663779,1,3,5,1,2,2,1,3,2,3,0,0,5,1,0,0,2,2,0,0,0,0,0,0
1927,4962,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8107386,22.72287328,2,3,0,0,0,0,1,3,2,1,2,2,1,2,1,1,1,3,2,1,0,0,0,0
1927,4963,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8415137,22.71894321,2,3,2,3,3,1,1,2,2,2,2,2,1,2,5,1,5,2,1,3,0,0,0,0
1928,4964,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8347666,22.72548099,5,3,2,3,2,1,0,0,0,0,0,0,4,1,3,1,5,2,1,1,0,0,0,0
1928,4965,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8365922,22.76627214,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0
1929,4966,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8209245,22.77698156,3,1,2,1,3,3,1,3,2,1,2,3,2,1,2,2,1,3,0,0,0,0,0,0
1929,4967,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8219726,22.77735725,1,1,3,3,4,3,0,0,0,0,0,0,4,2,0,0,4,1,2,1,1,3,1,3
1930,4968,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8996887,22.73128702,5,2,2,3,0,0,0,0,0,0,0,0,2,1,1,2,1,3,1,2,2,2,0,0
1930,4969,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8721031,22.77639592,4,1,3,2,1,1,1,2,2,1,2,2,5,3,3,1,4,1,1,1,2,3,2,3
1931,4970,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9142846,22.52869198,5,1,1,2,5,1,1,2,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,2
1931,4971,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9166726,22.52259246,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,2,3,1,1,1,2,2,2
1932,4972,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0587619,22.52703475,0,0,0,0,0,0,1,1,2,3,2,2,0,0,0,0,0,0,1,2,1,2,1,3
1932,4973,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0420823,22.5260357,2,3,5,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0
1933,4974,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0396144,22.52683266,2,3,2,2,4,1,2,3,2,3,2,1,2,2,5,2,0,0,0,0,0,0,0,0
1933,4975,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0553674,22.56932114,3,3,3,2,3,2,0,0,0,0,0,0,5,1,1,1,3,2,0,0,0,0,0,0
1934,4976,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1034216,22.55359773,0,0,0,0,0,0,1,1,1,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0
1934,4977,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1131635,22.54080651,3,2,4,2,0,0,0,0,0,0,0,0,1,2,5,2,5,2,0,0,0,0,0,0
1935,4978,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1129034,22.54504988,4,1,2,3,3,2,1,3,1,1,0,0,5,1,4,1,4,3,2,2,1,1,0,0
1935,4979,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1282363,22.54902959,1,3,4,3,5,1,2,1,1,2,0,0,1,3,0,0,2,1,1,1,2,2,2,3
1936,4980,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1165329,22.5522795,1,2,0,0,0,0,2,2,0,0,0,0,1,1,2,3,1,2,0,0,0,0,0,0
1936,4981,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1238771,22.57156129,0,0,0,0,0,0,2,2,1,2,1,2,1,1,2,2,3,3,2,2,2,1,1,3
1937,4982,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1358967,22.56824967,2,2,2,1,1,3,1,2,2,2,2,1,1,2,4,2,0,0,1,3,0,0,0,0
1937,4983,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1031884,22.61489448,0,0,0,0,0,0,2,1,0,0,0,0,4,3,2,2,1,1,1,2,1,1,0,0
1938,4984,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0111339,22.74579779,2,2,1,1,0,0,0,0,0,0,0,0,2,2,1,3,5,2,2,2,1,1,2,3
1938,4985,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8745155,22.57794726,0,0,0,0,0,0,1,2,0,0,0,0,3,1,3,2,3,3,0,0,0,0,0,0
1939,4986,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8565122,22.58513842,1,3,1,3,1,2,1,3,1,2,2,3,0,0,0,0,0,0,1,3,1,1,0,0
1939,4987,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9254477,22.68233552,5,1,1,1,0,0,1,2,1,1,2,3,1,2,5,2,4,3,0,0,0,0,0,0
1940,4988,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8183072,22.67555706,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,1,3,1,3,0,0,0,0
1940,4989,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8294926,22.77605198,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,1,2
1941,4990,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0319532,22.52625385,5,3,5,3,1,1,0,0,0,0,0,0,4,1,4,2,1,3,1,3,0,0,0,0
1941,4991,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1363793,22.55641637,1,1,3,2,3,3,1,3,2,3,1,1,2,3,0,0,0,0,1,2,1,1,2,3
1942,4992,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1256593,22.55711282,3,2,3,1,1,3,0,0,0,0,0,0,2,3,2,3,1,2,2,2,0,0,0,0
1942,4993,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0563229,22.64388028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,1,2
1943,4994,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0312202,22.67516474,5,3,5,1,5,3,2,1,1,3,0,0,5,1,5,3,1,1,2,2,2,2,0,0
1943,4995,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8953067,22.48545968,2,2,5,3,2,1,2,1,1,3,2,3,3,3,5,3,3,1,2,1,2,3,2,3
1944,4996,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0665768,22.51979943,2,3,4,1,1,2,2,3,1,1,2,3,1,2,5,2,1,2,0,0,0,0,0,0
1944,4997,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0363975,22.57228122,0,0,0,0,0,0,1,3,2,3,2,3,1,2,1,1,3,2,2,3,1,2,2,3
1945,4998,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0237941,22.60102673,2,2,1,1,2,2,2,3,0,0,0,0,1,1,4,3,5,1,0,0,0,0,0,0
1945,4999,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.2365236,22.58810713,2,2,1,3,0,0,2,1,0,0,0,0,5,3,4,2,4,3,1,1,2,3,2,2
1946,5000,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9433599,22.77011474,1,2,3,2,3,2,0,0,0,0,0,0,5,1,2,2,3,3,1,3,1,1,1,3
1946,5001,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8875857,22.49076602,3,1,0,0,0,0,2,3,2,3,0,0,2,1,4,3,2,3,0,0,0,0,0,0
1947,5002,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9240269,22.48217037,4,3,0,0,0,0,2,3,1,1,0,0,3,3,4,1,2,3,0,0,0,0,0,0
1947,5003,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9621245,22.54681796,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1,3,2,0,0,0,0,0,0
1948,5004,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0178593,22.5575223,4,2,1,2,5,2,1,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
1948,5005,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9633945,22.57023489,1,2,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,3
1949,5006,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1260941,22.57110438,4,1,4,1,5,2,0,0,0,0,0,0,3,2,1,2,1,2,1,2,2,2,0,0
1949,5007,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0646213,22.69077496,0,0,0,0,0,0,1,1,0,0,0,0,5,3,1,3,3,1,2,2,1,3,0,0
1950,5008,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0136501,22.6753403,2,1,0,0,0,0,0,0,0,0,0,0,1,3,5,2,2,2,1,3,2,1,2,3
1950,5009,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.3021619,22.59713807,5,3,5,2,5,2,0,0,0,0,0,0,5,2,1,3,2,2,1,2,0,0,0,0
1951,5010,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.4136533,22.62927317,2,3,5,2,0,0,1,1,2,1,2,2,0,0,0,0,0,0,1,3,1,3,0,0
1951,5011,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.3184147,22.67755491,5,2,1,2,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,5012,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.2457927,22.71076303,4,2,5,3,0,0,0,0,0,0,0,0,5,3,4,2,4,3,0,0,0,0,0,0
1952,5013,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8488247,22.61528135,5,2,0,0,0,0,2,3,1,2,2,1,0,0,0,0,0,0,2,1,2,1,0,0
1953,5014,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9101184,22.66013986,4,2,3,1,1,2,2,2,2,1,1,1,1,2,5,3,4,2,2,1,2,2,0,0
1953,5015,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8387162,22.6868096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
1954,5016,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9334791,22.49288787,1,3,1,1,1,3,2,2,0,0,0,0,1,1,0,0,3,3,2,1,1,1,2,2
1954,5017,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9114708,22.50905464,0,0,0,0,0,0,1,1,2,3,0,0,2,2,4,3,5,2,0,0,0,0,0,0
1955,5018,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9367327,22.50231231,5,2,5,3,5,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,5019,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9113472,22.53336493,4,2,0,0,0,0,1,2,2,1,2,1,2,3,5,1,3,2,0,0,0,0,0,0
1956,5020,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0885324,22.5406077,3,2,1,2,4,3,1,1,1,1,1,3,1,1,1,3,4,1,2,2,1,3,0,0
1956,5021,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0824115,22.5387521,2,3,0,0,0,0,0,0,0,0,0,0,2,3,4,1,2,2,0,0,0,0,0,0
1957,5022,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0403313,22.51237193,2,2,1,3,0,0,1,2,1,2,0,0,5,1,2,2,4,1,0,0,0,0,0,0
1957,5023,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.013636,22.54014443,2,3,3,3,3,1,2,2,2,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0
1958,5024,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0018929,22.53809848,3,3,5,2,5,3,2,3,2,3,1,1,5,2,3,2,2,2,1,1,1,2,0,0
1958,5025,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0609475,22.56083134,1,1,2,3,2,1,0,0,0,0,0,0,1,2,1,2,3,1,0,0,0,0,0,0
1959,5026,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0531883,22.56284048,2,3,4,3,1,1,2,3,0,0,0,0,1,2,4,1,5,1,2,3,2,2,0,0
1959,5027,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0476635,22.57049274,4,1,2,3,1,2,2,1,0,0,0,0,3,1,1,3,2,1,1,1,2,1,0,0
1960,5028,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0571629,22.61951878,0,0,0,0,0,0,1,3,0,0,0,0,1,1,2,3,3,1,2,2,2,2,2,3
1960,5029,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1020086,22.55168613,3,2,1,1,0,0,2,2,2,1,1,2,4,3,2,3,0,0,2,3,0,0,0,0
1961,5030,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0888063,22.55399438,2,1,5,2,2,3,0,0,0,0,0,0,3,2,4,1,5,3,1,3,0,0,0,0
1961,5031,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1180468,22.54206211,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,2,1,3,2,2,0,0,0,0
